row,candidate_rank,candidate_type,candidate_row,distance_l1,correlation_if_available,is_true,source_path
1840,14,wrong_real,5586,0.2459651,0.000269,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005586.png
1840,15,wrong_real,5908,0.2459782,-0.000328,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005908.png
1840,16,wrong_real,5834,0.2461472,0.010373,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005834.png
1840,17,wrong_real,5424,0.2462931,0.003377,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005424.png
1840,18,wrong_real,5457,0.2463883,0.018048,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005457.png
1840,19,wrong_real,5651,0.2465445,0.014189,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005651.png
1840,20,wrong_real,5805,0.2467902,-0.009962,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005805.png
1840,21,wrong_real,5927,0.2469403,0.010718,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005927.png
1840,22,wrong_real,5418,0.2471803,-0.008365,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005418.png
1840,23,wrong_real,5678,0.2472093,0.008777,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005678.png
1840,24,wrong_real,5529,0.2472617,-0.005576,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005529.png
1840,25,wrong_real,5557,0.2476449,-0.013206,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005557.png
1840,26,wrong_real,5628,0.2476707,-0.024634,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005628.png
1840,27,wrong_real,5503,0.2476804,-0.007716,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005503.png
1840,28,wrong_real,5961,0.2476834,-0.006782,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005961.png
1840,29,wrong_real,5498,0.2481959,-0.013025,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005498.png
1840,30,wrong_real,5980,0.248466,-0.015751,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005980.png
1840,31,wrong_real,5512,0.2488604,-0.019463,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005512.png
1840,32,wrong_real,5846,0.2488991,-0.027704,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005846.png
1840,33,wrong_real,5606,0.2490202,-0.005904,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005606.png
1840,34,wrong_real,5988,0.2491293,-0.000291,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005988.png
1840,35,wrong_real,5987,0.2492706,-0.005212,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005987.png
1840,36,wrong_real,5906,0.2495459,-0.020412,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005906.png
1840,37,wrong_real,5948,0.2496711,0.003866,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005948.png
1840,38,wrong_real,5423,0.2496739,-0.018801,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005423.png
1840,39,wrong_real,5480,0.2496751,-0.026384,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005480.png
1840,40,wrong_real,5575,0.2497241,-0.013322,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005575.png
1840,41,wrong_real,5504,0.2497474,0.001286,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005504.png
1840,42,wrong_real,5576,0.2498034,-0.000601,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005576.png
1840,43,wrong_real,5830,0.2500234,-0.016438,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005830.png
1840,44,wrong_real,5471,0.250193,-0.039038,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005471.png
1840,45,wrong_real,5757,0.2504579,-0.020219,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005757.png
1840,46,wrong_real,5917,0.2507853,-0.005863,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005917.png
1840,47,wrong_real,5578,0.2516918,-0.034716,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005578.png
1840,48,wrong_real,5669,0.2526495,-0.04438,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005669.png
1840,49,wrong_real,5476,0.253085,-0.0227,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005476.png
1840,50,wrong_real,5710,0.2532273,-0.023574,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005710.png
1840,51,wrong_real,5472,0.2534404,0.007021,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005472.png
1860,1,true,1860,0.0359002,0.975563,True,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_001860.png
1860,2,wrong_real,5862,0.2384728,0.044451,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005862.png
1860,3,wrong_real,5466,0.2389019,0.036005,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005466.png
1860,4,wrong_real,5471,0.2406186,0.027368,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005471.png
1860,5,wrong_real,5512,0.2410396,0.028906,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005512.png
1860,6,wrong_real,5846,0.2419382,0.011443,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005846.png
1860,7,wrong_real,5606,0.242319,0.024923,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005606.png
1860,8,wrong_real,5480,0.2425661,0.017122,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005480.png
1860,9,wrong_real,5957,0.2426373,0.018444,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005957.png
1860,10,wrong_real,5498,0.2427317,0.004299,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005498.png
1860,11,wrong_real,5557,0.2430683,0.010225,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005557.png
1860,12,wrong_real,5678,0.2434892,0.029804,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005678.png
1860,13,wrong_real,5651,0.2439984,0.01497,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005651.png
1860,14,wrong_real,5404,0.2440173,-0.018556,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005404.png
1860,15,wrong_real,5586,0.244201,0.016689,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005586.png
1860,16,wrong_real,5503,0.2446678,0.001853,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005503.png
1860,17,wrong_real,5980,0.2447648,0.004571,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005980.png
1860,18,wrong_real,5908,0.2447741,0.004317,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005908.png
1860,19,wrong_real,5958,0.2448788,0.019926,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005958.png
1860,20,wrong_real,5575,0.2451264,0.007489,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005575.png
1860,21,wrong_real,5457,0.2451754,0.00519,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005457.png
1860,22,wrong_real,5988,0.2455487,0.008945,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005988.png
1860,23,wrong_real,5961,0.245628,-0.011231,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005961.png
1860,24,wrong_real,5628,0.24572,-0.018584,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005628.png
1860,25,wrong_real,5927,0.245806,-0.003018,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005927.png
1860,26,wrong_real,5757,0.2462381,0.000191,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005757.png
1860,27,wrong_real,5576,0.2462808,0.013765,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005576.png
1860,28,wrong_real,5449,0.2462892,-0.01256,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005449.png
1860,29,wrong_real,5423,0.2466177,-0.012626,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005423.png
1860,30,wrong_real,5962,0.2466406,-0.00305,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005962.png
1860,31,wrong_real,5765,0.2467501,0.003006,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005765.png
1860,32,wrong_real,5504,0.246888,-0.008208,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005504.png
1860,33,wrong_real,5476,0.2468886,0.001535,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005476.png
1860,34,wrong_real,5761,0.2469458,-0.003918,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005761.png
1860,35,wrong_real,5834,0.2474946,-0.00249,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005834.png
1860,36,wrong_real,5669,0.2478878,-0.016938,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005669.png
1860,37,wrong_real,5529,0.2481384,-0.03188,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005529.png
1860,38,wrong_real,5681,0.2481403,-0.005443,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005681.png
1860,39,wrong_real,5906,0.2481989,-0.018446,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005906.png
1860,40,wrong_real,5830,0.2484536,-0.022402,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005830.png
1860,41,wrong_real,5418,0.2485726,-0.040783,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005418.png
1860,42,wrong_real,5710,0.2486374,-0.009672,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005710.png
1860,43,wrong_real,5917,0.2490108,-0.018141,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005917.png
1860,44,wrong_real,5578,0.2490622,-0.010176,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005578.png
1860,45,wrong_real,5396,0.2491106,-0.035708,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005396.png
1860,46,wrong_real,5472,0.2491156,0.024609,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005472.png
1860,47,wrong_real,5805,0.2492001,-0.05267,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005805.png
1860,48,wrong_real,5424,0.2497394,-0.031867,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005424.png
1860,49,wrong_real,5948,0.2500403,-0.00693,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005948.png
1860,50,wrong_real,5526,0.2508327,-0.03547,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005526.png
1860,51,wrong_real,5987,0.252243,-0.041551,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005987.png
1878,1,true,1878,0.0359872,0.975344,True,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_001878.png
1878,2,wrong_real,5980,0.2378813,0.056701,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005980.png
1878,3,wrong_real,5805,0.2404456,0.022484,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005805.png
1878,4,wrong_real,5512,0.2406385,0.028942,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005512.png
1878,5,wrong_real,5504,0.2410085,0.03532,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005504.png
1878,6,wrong_real,5575,0.2410441,0.045498,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005575.png
1878,7,wrong_real,5958,0.241191,0.023988,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005958.png
1878,8,wrong_real,5927,0.2414047,0.042765,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005927.png
1878,9,wrong_real,5404,0.241946,0.002609,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005404.png
1878,10,wrong_real,5908,0.2422504,0.013245,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005908.png
1878,11,wrong_real,5669,0.242919,0.012081,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005669.png
1878,12,wrong_real,5651,0.242949,0.026368,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005651.png
1878,13,wrong_real,5586,0.2430577,0.013292,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005586.png
1878,14,wrong_real,5476,0.2433308,0.034672,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005476.png
1878,15,wrong_real,5987,0.2433349,0.026744,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005987.png
1878,16,wrong_real,5466,0.2434465,0.004632,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005466.png
1878,17,wrong_real,5498,0.2436366,0.002967,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005498.png
1878,18,wrong_real,5471,0.2437984,0.007205,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005471.png
1878,19,wrong_real,5606,0.2439248,0.017669,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005606.png
1878,20,wrong_real,5418,0.2440642,0.000946,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005418.png
1878,21,wrong_real,5761,0.2441726,0.005199,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005761.png
1878,22,wrong_real,5628,0.2443389,-0.003766,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005628.png
1878,23,wrong_real,5480,0.2446577,-0.006669,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005480.png
1878,24,wrong_real,5503,0.2450428,-0.013699,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005503.png
1878,25,wrong_real,5862,0.2450755,-0.007504,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005862.png
1878,26,wrong_real,5529,0.2456564,-0.011216,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005529.png
1878,27,wrong_real,5846,0.245744,-0.017456,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005846.png
1878,28,wrong_real,5961,0.2459889,-0.009704,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005961.png
1878,29,wrong_real,5957,0.2460416,0.007072,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005957.png
1878,30,wrong_real,5396,0.2467614,-0.007513,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005396.png
1878,31,wrong_real,5557,0.2468814,-0.01516,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005557.png
1878,32,wrong_real,5988,0.2469689,0.015121,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005988.png
1878,33,wrong_real,5834,0.247107,-0.004714,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005834.png
1878,34,wrong_real,5962,0.2474351,-0.003572,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005962.png
1878,35,wrong_real,5449,0.2475027,-0.026221,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005449.png
1878,36,wrong_real,5710,0.2475598,0.000451,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005710.png
1878,37,wrong_real,5906,0.2476277,-0.004533,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005906.png
1878,38,wrong_real,5948,0.2476993,0.002161,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005948.png
1878,39,wrong_real,5578,0.2481066,0.010976,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005578.png
1878,40,wrong_real,5830,0.2483749,-0.017237,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005830.png
1878,41,wrong_real,5526,0.2485535,-0.010037,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005526.png
1878,42,wrong_real,5917,0.2490924,-0.013735,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005917.png
1878,43,wrong_real,5424,0.2494489,-0.03179,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005424.png
1878,44,wrong_real,5681,0.249588,-0.014235,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005681.png
1878,45,wrong_real,5576,0.2501456,-0.023726,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005576.png
1878,46,wrong_real,5678,0.2502229,-0.030842,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005678.png
1878,47,wrong_real,5757,0.2503598,-0.032054,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005757.png
1878,48,wrong_real,5765,0.2509683,-0.034158,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005765.png
1878,49,wrong_real,5423,0.2514063,-0.036185,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005423.png
1878,50,wrong_real,5457,0.2520109,-0.035917,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005457.png
1878,51,wrong_real,5472,0.2523556,0.00071,False,/path/to/20260417_4.7_fresh_start/sessions/cittadel_first_human_20260425_020819/derived/Emissions/tile_005472.png
